epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
130,85.3589,0.42338,1.17944,0.80705,0.98279,1,0.995,0.8955,0.59923,0.98656,0.75154,0.0034458,0.0011486,0.0034458,0.0011486,0.0034458,0.0011486,0.0034458,0.0011486
131,85.8514,0.31012,1.06199,0.85125,0.98279,1,0.995,0.8955,0.59923,0.98656,0.75154,0.003426,0.001142,0.003426,0.001142,0.003426,0.001142,0.003426,0.001142
132,86.5278,0.50253,0.94942,0.76067,0.98281,1,0.995,0.796,0.63197,0.95329,0.76171,0.0034062,0.0011354,0.0034062,0.0011354,0.0034062,0.0011354,0.0034062,0.0011354
133,87.0172,0.37155,0.82463,0.7703,0.98281,1,0.995,0.796,0.63197,0.95329,0.76171,0.0033864,0.0011288,0.0033864,0.0011288,0.0033864,0.0011288,0.0033864,0.0011288
134,87.4967,0.49666,1.11217,0.8199,0.98281,1,0.995,0.796,0.63197,0.95329,0.76171,0.0033666,0.0011222,0.0033666,0.0011222,0.0033666,0.0011222,0.0033666,0.0011222
135,87.9858,0.38767,1.03944,0.7536,0.98281,1,0.995,0.796,0.63197,0.95329,0.76171,0.0033468,0.0011156,0.0033468,0.0011156,0.0033468,0.0011156,0.0033468,0.0011156
136,88.662,0.38138,0.80903,0.78193,0.98283,1,0.995,0.84554,0.62448,0.9546,0.75688,0.003327,0.001109,0.003327,0.001109,0.003327,0.001109,0.003327,0.001109
137,89.1482,0.38368,0.84026,0.82056,0.98283,1,0.995,0.84554,0.62448,0.9546,0.75688,0.0033072,0.0011024,0.0033072,0.0011024,0.0033072,0.0011024,0.0033072,0.0011024
138,89.631,0.35653,0.95229,0.81035,0.98283,1,0.995,0.84554,0.62448,0.9546,0.75688,0.0032874,0.0010958,0.0032874,0.0010958,0.0032874,0.0010958,0.0032874,0.0010958
139,90.186,0.36197,0.87691,0.78285,0.98283,1,0.995,0.84554,0.62448,0.9546,0.75688,0.0032676,0.0010892,0.0032676,0.0010892,0.0032676,0.0010892,0.0032676,0.0010892
140,90.8498,0.42314,0.86233,0.82471,0.98295,1,0.995,0.84554,0.56964,0.94165,0.75204,0.0032478,0.0010826,0.0032478,0.0010826,0.0032478,0.0010826,0.0032478,0.0010826
141,91.328,0.38099,0.78896,0.81545,0.98295,1,0.995,0.84554,0.56964,0.94165,0.75204,0.003228,0.001076,0.003228,0.001076,0.003228,0.001076,0.003228,0.001076
142,91.8035,0.59205,1.46307,0.89828,0.98295,1,0.995,0.84554,0.56964,0.94165,0.75204,0.0032082,0.0010694,0.0032082,0.0010694,0.0032082,0.0010694,0.0032082,0.0010694
143,92.2965,0.40127,0.82658,0.78409,0.98295,1,0.995,0.84554,0.56964,0.94165,0.75204,0.0031884,0.0010628,0.0031884,0.0010628,0.0031884,0.0010628,0.0031884,0.0010628
144,92.9931,0.35213,1.43216,0.92831,0.98285,1,0.995,0.8955,0.56383,0.88989,0.75745,0.0031686,0.0010562,0.0031686,0.0010562,0.0031686,0.0010562,0.0031686,0.0010562
145,93.4652,0.33396,0.7527,0.77351,0.98285,1,0.995,0.8955,0.56383,0.88989,0.75745,0.0031488,0.0010496,0.0031488,0.0010496,0.0031488,0.0010496,0.0031488,0.0010496
146,93.9711,0.39004,0.89619,0.82022,0.98285,1,0.995,0.8955,0.56383,0.88989,0.75745,0.003129,0.001043,0.003129,0.001043,0.003129,0.001043,0.003129,0.001043
147,94.4648,0.38742,0.81318,0.818,0.98285,1,0.995,0.8955,0.56383,0.88989,0.75745,0.0031092,0.0010364,0.0031092,0.0010364,0.0031092,0.0010364,0.0031092,0.0010364
148,95.1453,0.46619,0.8436,0.81858,0.98295,1,0.995,0.796,0.67617,0.92931,0.7747,0.0030894,0.0010298,0.0030894,0.0010298,0.0030894,0.0010298,0.0030894,0.0010298
149,95.642,0.38841,1.07726,0.71939,0.98295,1,0.995,0.796,0.67617,0.92931,0.7747,0.0030696,0.0010232,0.0030696,0.0010232,0.0030696,0.0010232,0.0030696,0.0010232
150,96.4019,0.41374,0.82478,0.81032,0.98295,1,0.995,0.796,0.67617,0.92931,0.7747,0.0030498,0.0010166,0.0030498,0.0010166,0.0030498,0.0010166,0.0030498,0.0010166
151,96.8805,0.45849,1.04378,0.7972,0.98295,1,0.995,0.796,0.67617,0.92931,0.7747,0.00303,0.00101,0.00303,0.00101,0.00303,0.00101,0.00303,0.00101
152,97.5431,0.32926,0.85632,0.81022,0.98284,1,0.995,0.84554,0.67884,0.8952,0.77646,0.0030102,0.0010034,0.0030102,0.0010034,0.0030102,0.0010034,0.0030102,0.0010034
153,98.0334,0.41246,0.79364,0.71102,0.98284,1,0.995,0.84554,0.67884,0.8952,0.77646,0.0029904,0.0009968,0.0029904,0.0009968,0.0029904,0.0009968,0.0029904,0.0009968
154,98.5105,0.34533,0.97091,0.86407,0.98284,1,0.995,0.84554,0.67884,0.8952,0.77646,0.0029706,0.0009902,0.0029706,0.0009902,0.0029706,0.0009902,0.0029706,0.0009902
155,99.0053,0.34019,0.91949,0.87849,0.98284,1,0.995,0.84554,0.67884,0.8952,0.77646,0.0029508,0.0009836,0.0029508,0.0009836,0.0029508,0.0009836,0.0029508,0.0009836
156,99.6532,0.28356,1.0895,0.79771,0.98305,1,0.995,0.8955,0.62835,0.86808,0.76213,0.002931,0.000977,0.002931,0.000977,0.002931,0.000977,0.002931,0.000977
157,100.142,0.40919,0.83417,0.80589,0.98305,1,0.995,0.8955,0.62835,0.86808,0.76213,0.0029112,0.0009704,0.0029112,0.0009704,0.0029112,0.0009704,0.0029112,0.0009704
